route_progress_m,burial_depth_m,burial_sigma_m,accuracy_target_m,accuracy_pass
26.957778029750095,1.5,,0.15,False
27.068826653630236,1.5,,0.15,False
27.179809964339768,1.5,,0.15,False
27.290835275974818,1.5,,0.15,False
27.401800477043007,1.5,,0.15,False
27.5129915956834,1.5,,0.15,False
27.623871425998026,1.5,,0.15,False
27.734974043646304,1.5,,0.15,False
27.846042653354573,1.5,,0.15,False
27.957116754141502,1.5,,0.15,False
28.068048112879907,1.5,,0.15,False
28.179323794795852,1.5,,0.15,False
28.29022552399453,1.5,,0.15,False
28.401272431004703,1.5,,0.15,False
28.51229485781458,1.5,,0.15,False
28.62325170877676,1.5,,0.15,False
28.73405733384733,1.5,,0.15,False
28.845433661102366,1.5,,0.15,False
28.957686494843355,1.5,,0.15,False
29.06745992187662,1.5,,0.15,False
29.178439060224452,1.5,,0.15,False
29.289570258051427,1.5,,0.15,False
29.401072442606736,1.5,,0.15,False
29.511730975530742,1.5,,0.15,False
29.622788706752264,1.5,,0.15,False
29.73367480905338,1.5,,0.15,False
29.84466493206512,1.5,,0.15,False
29.955812713787587,1.5,,0.15,False
30.066841156737915,1.5,,0.15,False
30.177933182827953,1.5,,0.15,False
30.28898114818287,1.5,,0.15,False
30.39986337990416,1.5,,0.15,False
30.510937202662387,1.5,,0.15,False
30.62198152084326,1.5,,0.15,False
30.733038472651643,1.5,,0.15,False
30.8438883328349,1.5,,0.15,False
30.955038682977076,1.5,,0.15,False
31.066011097740414,1.5,,0.15,False
31.177138453096916,1.5,,0.15,False
31.288255134409614,1.5,,0.15,False
31.399187515919863,1.5,,0.15,False
31.510275657469812,1.5,,0.15,False
31.621261413572118,1.5,,0.15,False
31.732523218738855,1.5,,0.15,False
31.843358848826718,1.5,,0.15,False
31.95462210047324,1.5,,0.15,False
32.06540703957672,1.5,,0.15,False
32.1766176767324,1.5,,0.15,False
32.28745703530309,1.5,,0.15,False
32.39867035003653,1.5,,0.15,False
32.50979272482976,1.5,,0.15,False
32.62028882480815,1.5,,0.15,False
32.7317641476288,1.5,,0.15,False
32.84269848658838,1.5,,0.15,False
